Total_Viewers,Season,Game_ID,Game_Date,Away_Team,Home_Team,is_weekend,is_christmas,Total_FGA,Total_FTA,HT_Diff,Q4_Diff,Final_Diff,Avg_Pace,Avg_EFG,Total_Fouls,Avg_Win.,Win._Diff,First_Five_Games,Num_OT,is_opening_day,Num_Allstars,Active_Allstars,Num_Internationals,Active_Internationals,jumpshots_made,layups_made,dunks_made,tipins_made,MVP_points,SMA_points,ROY_points,MIP_points,DPOY_points,All_NBA_points,Home_Twit_Followers,Home_Twit_Favorites,Away_Twit_Followers,Away_Twit_Favorites
10691,2016-17,21600020,1477654200,ORL,DET,False,False,190,18,23,35,26,95,0.4658,24,0,0,True,0,False,0,0,7,5,27.80110525,12.5344395,4.02257775,1.0402935,0,0,0,0,0,0,1210553,31678,915038,9631
37236,2016-17,21600021,1477656000,PHX,OKC,False,False,190,70,4,6,3,104,0.45805,53,0.5,1,True,1,False,1,1,4,4,25.5279045,14.220102,4.69753775,1.252667,888,14,3,18,3,498,7020404,7272,2124190,32287
21567,2016-17,21600031,1477742400,BKN,MIL,True,False,172,52,5,7,2,100.5,0.5087,46,0.25,0.5,True,0,False,1,1,6,4,25.602874,14.568895,4.69735625,0.985162,7,22,414,428,0,258,1104482,8734,3806364,6426
22190,2016-17,21600030,1477742400,IND,CHI,True,False,174,30,21,25,17,92.5,0.552,30,0.75,0.5,True,0,False,2,2,7,3,27.3505755,13.1873515,3.8688735,0.973749,0,0,0,2,0,232,11156682,5687,2350957,6979
32002,2016-17,21600028,1477740600,MEM,NYK,True,False,162,65,8,5,7,96,0.5242,55,0.5,1,True,0,False,2,2,7,4,26.32883375,13.29462475,3.78115525,1.1059425,0,47,8,8,0,48,12811504,24619,3408833,25244
22179,2016-17,21600034,1477751400,MIN,SAC,True,False,157,56,11,8,3,89.5,0.53715,49,0.25,0.5,True,0,False,1,1,7,3,27.0330445,13.448485,5.1633585,1.00146675,0,0,21,0,0,50,2629442,8082,4638142,11016
23391,2016-17,21600032,1477742400,NOP,SAS,True,False,169,38,10,23,19,94,0.4386,34,0.5,1,True,0,False,2,2,9,7,27.20690575,12.67993025,4.48378775,0.95696925,502,14,0,0,183,876,11674536,14838,2294374,22942
31859,2016-17,21600029,1477740600,ORL,CLE,True,False,172,56,17,18,6,96,0.4858,50,0.5,1,True,0,False,3,3,9,5,27.30547775,12.990224,4.53603075,1.0349655,333,0,0,0,3,512,49679212,2286,920531,9655
27076,2016-17,21600033,1477746000,POR,DEN,True,False,198,60,8,7,2,104.5,0.4601,51,0.75,0.5,True,1,False,0,0,6,5,28.0958265,13.169634,4.264356,0.9781405,0,0,8,166,0,24,2090232,12503,2424902,26171
24543,2016-17,21600041,1477828800,DAL,HOU,True,False,164,41,10,10,1,92.5,0.4701,38,0.25,0.5,True,0,False,1,1,10,6,27.20022225,12.9571135,4.78864925,0.8961325,753,428,1,5,1,500,6866107,16992,6030818,10546
50617,2016-17,21600036,1477821600,GSW,PHX,True,False,173,58,2,3,6,101,0.46275,49,0.25,0.5,True,0,False,4,4,5,3,26.35761925,13.46556,5.09606525,1.25153075,54,326,3,18,434,677,2124190,32287,34318441,2715
36658,2016-17,21600040,1477825200,LAL,OKC,True,False,182,41,12,6,17,105,0.4818,40,0.75,0.5,True,0,False,1,1,6,3,25.63677025,14.15173225,5.2367955,1.06642075,888,14,0,0,3,498,7020404,7272,3200345,7540
12556,2016-17,21600038,1477821600,MIL,DET,True,False,175,34,11,10,15,93,0.4427,30,0.5,0,True,0,False,1,1,6,5,26.86451725,13.45432025,4.616594,1.09407825,7,22,414,428,0,258,1210553,31678,1104482,8734
32314,2016-17,21600037,1477821600,SAS,MIA,True,False,162,52,8,5,7,93.5,0.50925,50,0.75,0.5,True,0,False,1,1,8,6,27.64813125,12.29614125,4.1980525,1.30834125,500,40,1,39,186,509,1264026,7675,15742929,15297
28903,2016-17,21600035,1477816200,UTA,LAC,True,False,156,33,7,13,13,88,0.4455,36,0.75,0.5,True,0,False,2,1,9,4,27.38010275,12.2209945,5.17582075,1.11796075,0,20,0,117,269,470,10792302,15902,1823527,5501
14195,2016-17,21600039,1477825200,WAS,MEM,True,False,174,51,4,1,9,90,0.49965,49,0.25,0.5,True,1,False,2,2,5,3,27.155511,13.3907485,3.87968725,1.056332,7,47,0,68,0,173,3408833,25244,2553480,7809
33346,2016-17,21600043,1477913400,CHI,BKN,False,False,185,39,21,27,30,101.5,0.4686,37,0.666666666666667,0.666666666666667,True,0,False,1,1,6,3,26.1354815,13.998148,3.9247995,0.98904775,0,0,0,0,0,192,3806364,6426,11156682,5687
24322,2016-17,21600042,1477913400,DEN,TOR,False,False,169,60,13,4,3,91,0.4758,46,0.5,0,True,0,False,2,2,12,9,27.6954275,13.33951125,4.3931665,1.051169,1,0,8,164,0,74,2129187,6585,2090232,12503
22836,2016-17,21600045,1477924200,PHX,LAC,False,False,164,69,12,12,18,105,0.49195,56,0.5,1,True,0,False,1,1,4,2,27.12112225,12.76433,4.771354,1.44959,0,20,3,18,0,104,10792302,15902,1534824,33543
23520,2016-17,21600044,1477913400,SAC,ATL,False,False,154,66,9,2,11,93,0.517,54,0.833333333333333,0.333333333333333,True,0,False,2,2,8,2,27.004059,13.04093675,4.41883925,1.0037775,0,3,21,17,0,3,8241736,4175,2585228,11423
37632,2016-17,21600054,1478008800,GSW,POR,False,False,175,44,6,27,23,104,0.5648,36,0.666666666666667,0,True,0,False,4,4,4,1,27.6085525,12.8048395,4.74126025,0.9383535,54,326,0,3,434,689,2424902,26171,34318441,2715
45160,2016-17,21600047,1477998000,HOU,CLE,False,False,173,56,4,1,8,92,0.59335,46,0.833333333333333,0.333333333333333,True,0,False,4,4,8,3,25.9690165,14.097703,5.21640925,1.05004075,1086,428,0,1,4,1012,49773440,2610,6866107,16992
12816,2016-17,21600052,1478001600,MEM,MIN,False,False,152,52,26,38,36,97.5,0.51005,44,0.333333333333333,0.666666666666667,True,0,False,1,1,5,4,26.492429,13.48547075,4.48920275,1.05875625,0,47,0,5,0,98,1679650,10889,3408833,25244
14356,2016-17,21600051,1478001600,MIL,NOP,False,False,173,62,9,2,4,102,0.5162,42,0.166666666666667,0.333333333333333,True,0,False,2,2,7,7,25.72705,14.003568,5.15252475,0.924006,9,22,414,428,0,643,2294374,22942,2080836,9880
21285,2016-17,21600046,1477998000,ORL,PHI,False,False,175,33,14,3,2,95,0.5133,35,0,0,True,0,False,0,0,11,8,26.21284025,13.695788,4.4167355,0.894963,0,0,443,0,4,0,2434055,12549,915038,9631
10241,2016-17,21600062,1478091600,DAL,UTA,False,False,154,36,8,7,16,88,0.50325,41,0.25,0.5,True,0,False,1,0,13,8,28.44758325,11.608806,4.53930325,0.8289165,0,0,1,121,269,366,1823527,5501,6030818,10546
12283,2016-17,21600057,1478086200,DET,BKN,False,False,164,38,16,11,8,96.5,0.5483,41,0.5,0.5,True,0,False,0,0,4,1,27.28957525,13.27660575,3.72982225,0.99246025,0,0,0,0,0,0,3806364,6426,1210553,31678
22497,2016-17,21600058,1478086200,HOU,NYK,False,False,174,52,17,22,19,99.5,0.5193,43,0.416666666666667,0.166666666666667,True,0,False,2,2,9,4,25.3025185,14.30305275,4.99316625,1.0860845,753,428,8,4,1,500,12897260,11739,6866107,16992
22293,2016-17,21600059,1478086200,LAL,ATL,False,False,174,49,9,4,7,101,0.5685,44,0.625,0.75,True,0,False,1,1,8,3,26.5343745,13.21300875,4.8421395,1.119376,0,3,0,17,0,3,8241736,4175,2726466,3853
11902,2016-17,21600060,1478088000,NOP,MEM,False,False,175,36,7,7,6,94,0.41595,48,0.25,0.5,True,1,False,2,2,5,4,26.353492,13.18273825,4.026876,0.9051545,2,47,0,5,0,433,3408833,25244,2294374,22942
32263,2016-17,21600064,1478097000,OKC,LAC,False,False,171,38,8,1,2,101.5,0.43275,43,1,0,True,0,False,2,2,4,2,26.29419625,13.47257,5.01966475,1.1640695,888,34,0,0,3,602,10792302,15902,7063334,8424
12396,2016-17,21600056,1478084400,PHI,CHA,False,False,165,41,7,12,16,97,0.5205,41,0.333333333333333,0.666666666666667,True,0,False,1,1,8,5,26.31313775,14.05038075,3.85661725,0.78830675,0,0,443,0,4,0,2769816,7786,2434055,12549
18661,2016-17,21600055,1478084400,TOR,WAS,False,False,149,49,2,9,10,95.5,0.6138,44,0.333333333333333,0.666666666666667,True,0,False,3,3,10,7,27.9681105,13.10336125,4.211891,1.0607385,8,0,0,64,0,187,2553480,7809,2129187,6585
35052,2016-17,21600068,1478174400,BOS,CLE,False,False,180,59,17,17,6,97,0.5534,47,0.875,0.25,True,0,False,4,4,10,2,27.13858275,13.60755925,4.1602955,0.90220875,414,0,1,36,3,749,49773440,2610,819346,6778
15912,2016-17,21600067,1478174400,DEN,MIN,False,False,169,50,6,13,3,100.5,0.4837,46,0.333333333333333,0,True,0,False,0,0,8,7,26.944557,14.00741925,5.217335,1.05644175,0,0,8,163,0,62,1679650,10889,2048690,12435
19494,2016-17,21600065,1478170800,SAC,ORL,False,False,164,40,6,6,8,89.5,0.51535,37,0.325,0.15,True,0,False,1,1,9,5,27.2814615,12.96891325,4.53861875,0.95685425,0,0,21,0,0,0,920531,9655,2550730,9789
21556,2016-17,21600070,1478257200,ATL,WAS,False,False,163,71,13,8,3,101,0.41725,47,0.375,0.75,True,0,False,2,2,7,3,27.1882545,13.363721,4.29154025,1.068322,7,3,0,80,0,128,2553480,7809,8241736,4175
12057,2016-17,21600072,1478259000,CHA,BKN,False,False,173,45,7,3,4,103,0.46535,40,0.575,0.35,True,0,False,1,1,4,1,26.6397595,14.003607,3.54322175,0.824721,0,0,0,0,0,0,658842,6504,2769816,7786
50226,2016-17,21600078,1478269800,GSW,LAL,False,False,181,41,16,11,20,102,0.4992,32,0.6,0.4,True,0,False,4,4,7,3,26.466485,13.39719025,5.635323,1.0652845,54,326,0,0,434,677,2726466,3853,34318441,2715
11167,2016-17,21600074,1478260800,LAC,MEM,False,False,169,55,18,19,11,96,0.42305,51,0.675,0.15,True,0,False,2,2,4,1,27.159057,12.560874,4.21315575,1.20503475,0,67,0,5,0,152,3408833,25244,15058088,16167
16590,2016-17,21600071,1478259000,MIA,TOR,False,False,172,33,6,3,9,92,0.45685,38,0.625,0.25,True,0,False,2,2,9,6,27.607317,12.511562,4.0733445,1.260933,1,26,1,40,3,80,2129187,6585,1264026,7675
19451,2016-17,21600075,1478260800,PHX,NOP,False,False,187,56,3,2,1,95,0.49185,48,0.1,0.2,True,1,False,1,1,5,5,26.31555725,13.38619425,4.58507425,1.14970975,2,0,3,18,0,385,2294374,22942,2124190,32287
12324,2016-17,21600076,1478262600,POR,DAL,False,False,163,46,3,3,10,95.5,0.49745,41,0.2,0.4,True,0,False,0,0,7,4,29.439536,11.491421,3.7800315,0.8473685,0,0,1,7,0,12,5657051,10544,2424902,26171
18885,2016-17,21600077,1478264400,SAS,UTA,False,False,163,46,12,16,14,92,0.46285,44,0.7,0.2,True,0,False,2,1,13,8,27.5051595,12.2622625,4.75240725,1.01381775,500,14,0,117,452,857,1823527,5501,14287793,15199
17387,2016-17,21600083,1478343600,CHI,IND,True,False,165,37,19,24,17,91,0.53655,33,0.5,0.2,True,0,False,2,2,7,3,27.3505755,13.1873515,3.8688735,0.973749,0,0,0,2,0,232,2367115,6584,11056020,5214
54229,2016-17,21600080,1478343600,CLE,PHI,True,False,178,30,11,2,1,101.5,0.51185,38,0.5,1,True,0,False,3,3,10,5,26.467326,13.779164,4.55667075,0.950718,333,0,443,0,7,512,2434055,12549,49767409,2610
19454,2016-17,21600084,1478345400,HOU,ATL,True,False,170,37,6,9,15,99.5,0.5412,39,0.6,0,True,0,False,2,2,8,3,25.43712825,14.0863505,4.9566945,1.041209,753,431,0,18,1,503,8241736,4175,6866107,16992
35096,2016-17,21600086,1478349000,LAC,SAS,True,False,165,39,18,17,24,93.5,0.51945,37,0.816666666666667,0.033333333333333,True,0,False,2,2,8,4,28.01247075,12.058066,4.6700675,1.2568495,500,34,0,0,183,595,14287793,15199,15058088,16167
34055,2016-17,21600079,1478340000,MIN,OKC,True,False,170,53,6,18,20,93,0.49035,40,0.525,0.55,True,0,False,1,1,5,5,25.62756825,14.39716675,5.29571175,1.017791,888,14,0,0,3,548,7063334,8424,1679650,10889
14313,2016-17,21600085,1478347200,SAC,MIL,True,False,166,44,13,27,26,90,0.5189,41,0.466666666666667,0.266666666666667,True,0,False,2,2,8,6,26.3448735,13.888794,5.132635,1.010639,7,22,435,428,0,258,1104482,8734,2533339,10324
13713,2016-17,21600081,1478343600,WAS,ORL,True,False,164,44,10,9,2,86,0.44265,39,0.325,0.15,True,0,False,1,0,8,6,27.465657,13.2916975,4.41131975,1.02139875,7,0,0,63,0,125,915038,9631,683393,6006
13062,2016-17,21600091,1478435400,DEN,BOS,True,False,174,52,25,20,16,101,0.54465,47,0.5,0.2,True,0,False,1,1,11,4,27.026079,14.14518275,4.21686,0.8790725,81,0,9,199,0,249,819346,6778,2061303,9770
19651,2016-17,21600090,1478433600,MIL,DAL,True,False,170,24,8,3,11,90,0.41425,46,0.333333333333333,0.666666666666667,True,1,False,1,1,10,7,27.6000955,12.76951525,4.702287,0.934842,7,22,415,432,0,258,2688025,8767,2080836,9880
23222,2016-17,21600092,1478442600,PHX,LAL,True,False,181,63,11,7,11,106,0.4918,52,0.416666666666667,0.166666666666667,False,0,False,0,0,6,3,26.46369625,13.44349225,4.98848475,1.35194125,0,0,3,18,0,0,2650104,3424,2124190,32287
22621,2016-17,21600088,1478421000,POR,MEM,True,False,152,59,4,1,6,91,0.48455,45,0.5,0,False,0,False,1,1,3,1,27.6436985,12.6476855,3.53622375,0.980455,0,47,0,8,0,60,3707389,24474,2424902,26171
19734,2016-17,21600089,1478430000,SAC,TOR,True,False,162,62,6,2,5,86.5,0.43335,48,0.542857142857143,0.514285714285714,False,0,False,3,3,11,6,27.783915,12.780577,4.33919,0.996194,1,0,21,1,0,62,2129187,6585,2530384,10293
32867,2016-17,21600087,1478451600,UTA,NYK,True,False,158,54,5,2,5,91.5,0.5571,45,0.45,0.1,True,0,False,2,2,12,7,26.5498795,12.95474525,4.74382025,1.0188685,0,0,8,120,269,366,12960604,26967,1916131,5347
14044,2016-17,21600098,1478532600,DET,LAC,False,False,158,48,30,38,32,92.5,0.5076,39,0.75,0.166666666666667,False,0,False,1,1,4,1,28.21931625,12.0894145,4.3712705,1.2311845,0,20,0,0,0,104,15058088,16167,1279227,28866
20057,2016-17,21600094,1478520000,HOU,WAS,False,False,173,38,9,1,8,97.5,0.54735,34,0.35,0.3,False,0,False,2,2,7,4,26.12919575,14.3991765,5.09169825,1.036474,760,428,0,64,1,625,2553480,7809,6866107,16992
13954,2016-17,21600095,1478520000,IND,CHA,False,False,177,47,20,21,22,105,0.519,40,0.65,0.3,False,0,False,2,2,5,1,27.8548535,13.1928105,3.48729575,0.80942225,0,0,0,2,0,40,2769816,7786,2367115,6584
21952,2016-17,21600097,1478523600,MIA,OKC,False,False,169,39,8,22,12,94,0.44055,34,0.616666666666667,0.433333333333333,True,0,False,1,1,4,3,25.92985675,13.71064525,4.54764975,1.21556125,888,40,1,39,6,516,7063334,8424,1264026,7675
42524,2016-17,21600099,1478532600,NOP,GSW,False,False,170,39,14,6,10,97.5,0.5601,33,0.333333333333333,0.666666666666667,False,0,False,5,5,6,4,26.318346,13.33989225,5.2319125,0.863053,56,326,0,0,434,1062,34192913,5022,2158047,23374
44960,2016-17,21600100,1478606400,ATL,CLE,False,False,180,49,11,5,4,97,0.5017,41,0.833333333333333,0.333333333333333,False,0,False,4,4,8,2,27.02807525,13.0622475,4.41625125,1.08188875,333,3,0,17,3,515,49767409,2610,8241736,4175
24491,2016-17,21600104,1478619000,DAL,LAL,False,False,160,29,4,6,12,90.5,0.56835,31,0.369047619047619,0.404761904761905,False,0,False,0,0,10,5,28.2974685,12.08377175,4.67409425,0.9742995,0,0,1,4,0,0,3319386,8252,2688025,8767
16643,2016-17,21600102,1478610000,DEN,MEM,False,False,156,53,0,3,1,98,0.56185,53,0.464285714285714,0.071428571428572,False,0,False,1,1,7,5,26.882828,13.6268985,4.06096275,1.0467625,0,47,8,168,0,60,3471243,7518,1954503,12885
18683,2016-17,21600101,1478608200,MIN,BKN,False,False,168,54,1,4,9,102.5,0.56035,40,0.266666666666667,0.133333333333333,True,0,False,0,0,5,3,26.291045,14.128586,4.72807975,0.97598975,0,0,0,0,0,50,658842,6504,1679650,10889
9374,2016-17,21600105,1478619000,NOP,SAC,False,False,165,38,7,6,8,93,0.5065,44,0.1875,0.375,False,0,False,2,2,7,5,26.8941075,13.1457525,4.70103175,0.847865,2,0,21,0,0,385,2654804,10356,2158047,23374
16491,2016-17,21600103,1478617200,PHX,POR,False,False,167,61,8,7,3,101.5,0.59135,54,0.428571428571429,0.285714285714286,False,0,False,0,0,3,2,27.60576375,12.8511415,4.094422,1.22501025,0,0,3,21,0,12,2424902,26171,1328656,38301
23224,2016-17,21600106,1478692800,BKN,NYK,False,False,172,44,5,1,14,100.5,0.50695,41,0.380952380952381,0.095238095238095,False,0,False,1,1,7,3,26.12744975,13.93774,4.02003225,1.023176,0,0,8,3,0,0,12811504,24619,694006,6843
11471,2016-17,21600107,1478692800,BOS,WAS,False,False,173,42,15,20,25,91,0.52405,45,0.333333333333333,0.333333333333333,False,0,False,2,2,9,2,27.298762,13.90903275,4.0355845,0.888642,88,0,1,99,0,362,2553480,7809,899137,6882
19354,2016-17,21600111,1478694600,CHI,ATL,False,False,174,48,7,6,8,103,0.5301,41,0.642857142857143,0.142857142857143,False,0,False,2,2,8,4,26.369609,13.32800525,4.0977755,1.08380425,0,3,0,17,0,195,8241736,4175,11056020,5214
30939,2016-17,21600116,1478705400,DAL,GSW,False,False,160,50,31,16,21,90.5,0.56305,42,0.5,0.428571428571429,False,0,False,4,4,9,4,28.1913915,12.1058395,4.78167475,0.873889,54,326,1,4,434,677,34192913,5022,2688025,8767
30160,2016-17,21600114,1478701800,HOU,SAS,False,False,162,52,3,5,2,95,0.4865,39,0.642857142857143,0.142857142857143,False,0,False,2,2,10,6,26.2577985,13.61057,5.00175325,1.08103375,1253,442,0,1,184,991,14782019,15202,6866107,16992
10826,2016-17,21600109,1478692800,MIN,ORL,False,False,172,56,27,20,16,93,0.54305,42,0.297619047619048,0.261904761904762,False,0,False,0,0,8,7,26.802575,13.38641975,5.02083525,1.023823,0,0,0,0,0,50,915038,9631,1679650,10889
18285,2016-17,21600110,1478692800,PHI,IND,False,False,186,39,6,0,7,97,0.5729,38,0.214285714285714,0.428571428571429,False,1,False,1,1,9,4,26.91640425,13.62715775,4.068054,0.831831,0,0,443,2,4,40,2367115,6584,2434055,12549
14308,2016-17,21600115,1478705400,POR,LAC,False,False,175,47,29,43,31,93.5,0.4432,38,0.741071428571429,0.232142857142857,False,0,False,1,1,3,0,28.3720555,12.1036095,4.416549,1.13641275,0,20,0,3,0,116,15058088,16167,2343151,26378
9833,2016-17,21600108,1478692800,UTA,CHA,False,False,164,47,7,2,6,94,0.5122,41,0.729166666666667,0.208333333333333,False,0,False,2,2,9,5,27.06218925,13.02061225,4.26700975,0.8204135,0,0,0,117,269,366,2769816,7786,1916131,5347
33327,2016-17,21600118,1478782800,CHI,MIA,False,False,177,35,0,0,3,92,0.4662,31,0.416666666666667,0.166666666666667,False,0,False,1,1,6,4,26.700883,13.049032,4.09423275,1.27926375,0,26,1,39,3,210,1264026,7675,11056020,5214
21465,2016-17,21600120,1478791800,LAL,SAC,False,False,159,42,10,3,10,97,0.5107,38,0.472222222222222,0.055555555555556,False,0,False,1,1,8,2,27.0422465,13.2030505,5.10444225,1.0500965,0,0,21,0,0,0,2654804,10356,2650104,3424
19504,2016-17,21600117,1478782800,NOP,MIL,False,False,180,52,7,7,6,98,0.48065,39,0.285714285714286,0.571428571428571,False,0,False,2,2,7,6,25.72705,14.003568,5.15252475,0.924006,9,22,414,428,0,643,2080836,9880,2158047,23374
18795,2016-17,21600127,1478871000,DET,SAS,False,False,157,40,3,8,10,86,0.47695,27,0.5625,0.125,False,0,False,1,1,8,6,28.344373,12.1306825,3.947857,1.1270415,500,14,0,0,183,491,16462838,15313,1279227,28866
26058,2016-17,21600121,1478865600,IND,PHI,False,False,174,54,1,4,4,94.5,0.4771,49,0.25,0.5,False,1,False,1,1,9,4,26.91640425,13.62715775,4.068054,0.831831,0,0,443,2,4,40,2434055,12549,2367115,6584
34404,2016-17,21600126,1478869200,LAC,OKC,False,False,174,54,0,8,2,100,0.52005,47,0.8125,0.125,False,0,False,2,2,4,2,26.29419625,13.47257,5.01966475,1.1640695,888,34,0,0,3,602,7063334,8424,15058088,16167
26413,2016-17,21600125,1478867400,NYK,BOS,False,False,184,60,10,13,28,101.5,0.4165,44,0.428571428571429,0,False,0,False,2,2,11,3,26.47208475,13.812909,3.9370525,0.9382525,81,0,9,39,0,237,899137,6882,12960604,26967
19891,2016-17,21600128,1478876400,SAC,POR,False,False,174,62,5,1,2,91.5,0.56075,45,0.477777777777778,0.155555555555556,False,1,False,1,1,5,0,28.184314,12.61069975,4.2103795,0.9231655,0,0,21,3,0,12,2343151,26378,2611005,6651
18236,2016-17,21600123,1478865600,TOR,CHA,False,False,183,46,14,3,2,94.5,0.50555,37,0.785714285714286,0.142857142857143,False,0,False,3,3,9,6,27.653743,13.0731045,3.6365485,0.911894,1,0,0,1,0,62,2432035,7744,2129187,6585
8935,2016-17,21600124,1478865600,UTA,ORL,False,False,159,35,4,4,13,88.5,0.4176,36,0.465277777777778,0.180555555555556,False,0,False,1,1,12,8,26.96189175,12.6660195,4.827128,0.92706975,0,0,0,117,269,366,920531,9655,1916131,5347
9926,2016-17,21600139,1478959200,BKN,PHX,True,False,191,51,13,7,18,106.5,0.4913,39,0.354166666666667,0.041666666666667,False,0,False,0,0,4,2,26.19138125,13.95152125,4.12990575,1.21086575,0,0,3,18,0,0,1328656,38301,694006,6843
17917,2016-17,21600135,1478955600,LAC,MIN,True,False,165,58,9,15,14,93.5,0.54655,50,0.587301587301587,0.603174603174603,False,0,False,1,1,5,3,27.220786,12.94139475,5.369528,1.214714,0,20,0,0,0,154,4623826,11059,15058088,16167
