,Unnamed: 0,Season,Game_ID,Game_Date,Away_Team,Home_Team,Total_Viewers,Home_Win,is_weekend,is_christmas,Total_FGA,Total_FTA,HT_Diff,Q4_Diff,Final_Diff,Avg_Pace,Avg_EFG,Start_Time,Total_Fouls,Avg_Win%,Win%_Diff,First_Five_Games,Num_OT,is_opening_day,Num_Allstars,Active_Allstars
30,31,2016-17,21600041,2016-10-30,DAL,HOU,24543,True,True,False,164.0,41.0,10.0,10.0,1.0,92.5,0.4701,08:00,38.0,0.25,0.5,True,0.0,False,1.0,1.0
31,32,2016-17,21600036,2016-10-30,GSW,PHX,50617,False,True,False,173.0,58.0,2.0,3.0,6.0,101.0,0.46275,06:00,49.0,0.25,0.5,True,0.0,False,4.0,4.0
32,33,2016-17,21600040,2016-10-30,LAL,OKC,36658,True,True,False,182.0,41.0,12.0,6.0,17.0,105.0,0.4818,07:00,40.0,0.75,0.5,True,0.0,False,1.0,1.0
33,34,2016-17,21600038,2016-10-30,MIL,DET,12556,True,True,False,175.0,34.0,11.0,10.0,15.0,93.0,0.4427,06:00,30.0,0.5,0.0,True,0.0,False,1.0,1.0
34,35,2016-17,21600037,2016-10-30,SAS,MIA,32314,False,True,False,162.0,52.0,8.0,5.0,7.0,93.5,0.50925,06:00,50.0,0.75,0.5,True,0.0,False,1.0,1.0
35,36,2016-17,21600035,2016-10-30,UTA,LAC,28903,True,True,False,156.0,33.0,7.0,13.0,13.0,88.0,0.4455,04:30,36.0,0.75,0.5,True,0.0,False,2.0,1.0
36,37,2016-17,21600039,2016-10-30,WAS,MEM,14195,True,True,False,174.0,51.0,4.0,1.0,9.0,90.0,0.49965,07:00,49.0,0.25,0.5,True,1.0,False,2.0,2.0
37,38,2016-17,21600043,2016-10-31,CHI,BKN,33346,False,False,False,185.0,39.0,21.0,27.0,30.0,101.5,0.4686,07:30,37.0,0.6666666666666666,0.6666666666666667,True,0.0,False,1.0,1.0
38,39,2016-17,21600042,2016-10-31,DEN,TOR,24322,True,False,False,169.0,60.0,13.0,4.0,3.0,91.0,0.4758,07:30,46.0,0.5,0.0,True,0.0,False,2.0,2.0
39,40,2016-17,21600045,2016-10-31,PHX,LAC,22836,True,False,False,164.0,69.0,12.0,12.0,18.0,105.0,0.49195,10:30,56.0,0.5,1.0,True,0.0,False,1.0,1.0
40,41,2016-17,21600044,2016-10-31,SAC,ATL,23520,True,False,False,154.0,66.0,9.0,2.0,11.0,93.0,0.517,07:30,54.0,0.8333333333333333,0.33333333333333337,True,0.0,False,2.0,2.0
41,42,2016-17,21600054,2016-11-01,GSW,POR,37632,False,False,False,175.0,44.0,6.0,27.0,23.0,104.0,0.5648,10:00,36.0,0.6666666666666666,0.0,True,0.0,False,4.0,4.0
42,43,2016-17,21600047,2016-11-01,HOU,CLE,45160,True,False,False,173.0,56.0,4.0,1.0,8.0,92.0,0.59335,07:00,46.0,0.8333333333333333,0.33333333333333337,True,0.0,False,4.0,4.0
43,44,2016-17,21600052,2016-11-01,MEM,MIN,12816,True,False,False,152.0,52.0,26.0,38.0,36.0,97.5,0.51005,08:00,44.0,0.3333333333333333,0.6666666666666666,True,0.0,False,1.0,1.0
44,45,2016-17,21600051,2016-11-01,MIL,NOP,14356,False,False,False,173.0,62.0,9.0,2.0,4.0,102.0,0.5162,08:00,42.0,0.16666666666666666,0.3333333333333333,True,0.0,False,2.0,2.0
45,46,2016-17,21600046,2016-11-01,ORL,PHI,21285,False,False,False,175.0,33.0,14.0,3.0,2.0,95.0,0.5133,07:00,35.0,0.0,0.0,True,0.0,False,0.0,0.0
46,47,2016-17,21600062,2016-11-02,DAL,UTA,10241,True,False,False,154.0,36.0,8.0,7.0,16.0,88.0,0.50325,09:00,41.0,0.25,0.5,True,0.0,False,1.0,0.0
47,48,2016-17,21600057,2016-11-02,DET,BKN,12283,True,False,False,164.0,38.0,16.0,11.0,8.0,96.5,0.5483,07:30,41.0,0.5,0.5,True,0.0,False,0.0,0.0
48,49,2016-17,21600058,2016-11-02,HOU,NYK,22497,False,False,False,174.0,52.0,17.0,22.0,19.0,99.5,0.5193,07:30,43.0,0.41666666666666663,0.16666666666666669,True,0.0,False,2.0,2.0
49,50,2016-17,21600059,2016-11-02,LAL,ATL,22293,False,False,False,174.0,49.0,9.0,4.0,7.0,101.0,0.5685,07:30,44.0,0.625,0.75,True,0.0,False,1.0,1.0
50,51,2016-17,21600060,2016-11-02,NOP,MEM,11902,True,False,False,175.0,36.0,7.0,7.0,6.0,94.0,0.41595000000000004,08:00,48.0,0.25,0.5,True,1.0,False,2.0,2.0
51,52,2016-17,21600064,2016-11-02,OKC,LAC,32263,False,False,False,171.0,38.0,8.0,1.0,2.0,101.5,0.43274999999999997,10:30,43.0,1.0,0.0,True,0.0,False,2.0,2.0
52,53,2016-17,21600056,2016-11-02,PHI,CHA,12396,True,False,False,165.0,41.0,7.0,12.0,16.0,97.0,0.5205,07:00,41.0,0.3333333333333333,0.6666666666666666,True,0.0,False,1.0,1.0
53,54,2016-17,21600055,2016-11-02,TOR,WAS,18661,False,False,False,149.0,49.0,2.0,9.0,10.0,95.5,0.6137999999999999,07:00,44.0,0.3333333333333333,0.6666666666666666,True,0.0,False,3.0,3.0
54,55,2016-17,21600068,2016-11-03,BOS,CLE,35052,True,False,False,180.0,59.0,17.0,17.0,6.0,97.0,0.5534,08:00,47.0,0.875,0.25,True,0.0,False,4.0,4.0
55,56,2016-17,21600067,2016-11-03,DEN,MIN,15912,False,False,False,169.0,50.0,6.0,13.0,3.0,100.5,0.4837,08:00,46.0,0.3333333333333333,0.0,True,0.0,False,0.0,0.0
56,57,2016-17,21600065,2016-11-03,SAC,ORL,19494,True,False,False,164.0,40.0,6.0,6.0,8.0,89.5,0.51535,07:00,37.0,0.325,0.15000000000000002,True,0.0,False,1.0,1.0
57,58,2016-17,21600070,2016-11-04,ATL,WAS,21556,True,False,False,163.0,71.0,13.0,8.0,3.0,101.0,0.41725,07:00,47.0,0.375,0.75,True,0.0,False,2.0,2.0
58,59,2016-17,21600072,2016-11-04,CHA,BKN,12057,False,False,False,173.0,45.0,7.0,3.0,4.0,103.0,0.46535000000000004,07:30,40.0,0.575,0.35,True,0.0,False,1.0,1.0
59,60,2016-17,21600078,2016-11-04,GSW,LAL,50226,True,False,False,181.0,41.0,16.0,11.0,20.0,102.0,0.4992,10:30,32.0,0.6000000000000001,0.4,True,0.0,False,4.0,4.0
60,61,2016-17,21600074,2016-11-04,LAC,MEM,11167,False,False,False,169.0,55.0,18.0,19.0,11.0,96.0,0.42305,08:00,51.0,0.675,0.15000000000000002,True,0.0,False,2.0,2.0
61,62,2016-17,21600071,2016-11-04,MIA,TOR,16590,True,False,False,172.0,33.0,6.0,3.0,9.0,92.0,0.45685,07:30,38.0,0.625,0.25,True,0.0,False,2.0,2.0
62,63,2016-17,21600075,2016-11-04,PHX,NOP,19451,False,False,False,187.0,56.0,3.0,2.0,1.0,95.0,0.49185,08:00,48.0,0.1,0.2,True,1.0,False,1.0,1.0
63,64,2016-17,21600076,2016-11-04,POR,DAL,12324,False,False,False,163.0,46.0,3.0,3.0,10.0,95.5,0.49745,08:30,41.0,0.2,0.4,True,0.0,False,0.0,0.0
64,65,2016-17,21600077,2016-11-04,SAS,UTA,18885,False,False,False,163.0,46.0,12.0,16.0,14.0,92.0,0.46285,09:00,44.0,0.7,0.20000000000000007,True,0.0,False,2.0,1.0
65,66,2016-17,21600083,2016-11-05,CHI,IND,17387,True,True,False,165.0,37.0,19.0,24.0,17.0,91.0,0.53655,07:00,33.0,0.5,0.19999999999999996,True,0.0,False,2.0,2.0
66,67,2016-17,21600080,2016-11-05,CLE,PHI,54229,False,True,False,178.0,30.0,11.0,2.0,1.0,101.5,0.51185,07:00,38.0,0.5,1.0,True,0.0,False,3.0,3.0
67,68,2016-17,21600084,2016-11-05,HOU,ATL,19454,True,True,False,170.0,37.0,6.0,9.0,15.0,99.5,0.5412,07:30,39.0,0.6,0.0,True,0.0,False,2.0,2.0
68,69,2016-17,21600086,2016-11-05,LAC,SAS,35096,False,True,False,165.0,39.0,18.0,17.0,24.0,93.5,0.51945,08:30,37.0,0.8166666666666667,0.033333333333333326,True,0.0,False,2.0,2.0
69,70,2016-17,21600079,2016-11-05,MIN,OKC,34055,True,True,False,170.0,53.0,6.0,18.0,20.0,93.0,0.49034999999999995,06:00,40.0,0.525,0.55,True,0.0,False,1.0,1.0
70,71,2016-17,21600085,2016-11-05,SAC,MIL,14313,True,True,False,166.0,44.0,13.0,27.0,26.0,90.0,0.5189,08:00,41.0,0.4666666666666667,0.26666666666666666,True,0.0,False,2.0,2.0
71,72,2016-17,21600081,2016-11-05,WAS,ORL,13713,True,True,False,164.0,44.0,10.0,9.0,2.0,86.0,0.44265,07:00,39.0,0.325,0.15000000000000002,True,0.0,False,1.0,0.0
72,73,2016-17,21600091,2016-11-06,DEN,BOS,13062,False,True,False,174.0,52.0,25.0,20.0,16.0,101.0,0.5446500000000001,07:30,47.0,0.5,0.19999999999999996,True,0.0,False,1.0,1.0
73,74,2016-17,21600090,2016-11-06,MIL,DAL,19651,True,True,False,170.0,24.0,8.0,3.0,11.0,90.0,0.41425,07:00,46.0,0.3333333333333333,0.6666666666666666,True,1.0,False,1.0,1.0
74,75,2016-17,21600092,2016-11-06,PHX,LAL,23222,True,True,False,181.0,63.0,11.0,7.0,11.0,106.0,0.4918,09:30,52.0,0.41666666666666663,0.16666666666666669,False,0.0,False,0.0,0.0
75,76,2016-17,21600088,2016-11-06,POR,MEM,22621,False,True,False,152.0,59.0,4.0,1.0,6.0,91.0,0.48455000000000004,03:30,45.0,0.5,0.0,False,0.0,False,1.0,1.0
76,77,2016-17,21600089,2016-11-06,SAC,TOR,19734,False,True,False,162.0,62.0,6.0,2.0,5.0,86.5,0.43335,06:00,48.0,0.5428571428571429,0.5142857142857143,False,0.0,False,3.0,3.0
77,78,2016-17,21600087,2016-11-06,UTA,NYK,32867,False,True,False,158.0,54.0,5.0,2.0,5.0,91.5,0.5571,12:00,45.0,0.45,0.09999999999999998,True,0.0,False,2.0,2.0
78,79,2016-17,21600098,2016-11-07,DET,LAC,14044,True,False,False,158.0,48.0,30.0,38.0,32.0,92.5,0.5076,10:30,39.0,0.75,0.16666666666666674,False,0.0,False,1.0,1.0
79,80,2016-17,21600094,2016-11-07,HOU,WAS,20057,False,False,False,173.0,38.0,9.0,1.0,8.0,97.5,0.54735,07:00,34.0,0.35,0.3,False,0.0,False,2.0,2.0
80,81,2016-17,21600095,2016-11-07,IND,CHA,13954,True,False,False,177.0,47.0,20.0,21.0,22.0,105.0,0.519,07:00,40.0,0.65,0.30000000000000004,False,0.0,False,2.0,2.0
81,82,2016-17,21600097,2016-11-07,MIA,OKC,21952,True,False,False,169.0,39.0,8.0,22.0,12.0,94.0,0.44055,08:00,34.0,0.6166666666666667,0.43333333333333335,True,0.0,False,1.0,1.0
82,83,2016-17,21600099,2016-11-07,NOP,GSW,42524,True,False,False,170.0,39.0,14.0,6.0,10.0,97.5,0.5601,10:30,33.0,0.3333333333333333,0.6666666666666666,False,0.0,False,5.0,5.0
83,84,2016-17,21600100,2016-11-08,ATL,CLE,44960,False,False,False,180.0,49.0,11.0,5.0,4.0,97.0,0.5017,07:00,41.0,0.8333333333333333,0.33333333333333337,False,0.0,False,4.0,4.0
84,85,2016-17,21600104,2016-11-08,DAL,LAL,24491,False,False,False,160.0,29.0,4.0,6.0,12.0,90.5,0.56835,10:30,31.0,0.369047619047619,0.40476190476190477,False,0.0,False,0.0,0.0
85,86,2016-17,21600102,2016-11-08,DEN,MEM,16643,True,False,False,156.0,53.0,0.0,3.0,1.0,98.0,0.56185,08:00,53.0,0.4642857142857143,0.07142857142857145,False,0.0,False,1.0,1.0
86,87,2016-17,21600101,2016-11-08,MIN,BKN,18683,True,False,False,168.0,54.0,1.0,4.0,9.0,102.5,0.56035,07:30,40.0,0.26666666666666666,0.1333333333333333,True,0.0,False,0.0,0.0
87,88,2016-17,21600105,2016-11-08,NOP,SAC,9374,True,False,False,165.0,38.0,7.0,6.0,8.0,93.0,0.5065,10:30,44.0,0.1875,0.375,False,0.0,False,2.0,2.0
88,89,2016-17,21600103,2016-11-08,PHX,POR,16491,True,False,False,167.0,61.0,8.0,7.0,3.0,101.5,0.59135,10:00,54.0,0.42857142857142855,0.2857142857142857,False,0.0,False,0.0,0.0
89,90,2016-17,21600106,2016-11-09,BKN,NYK,23224,True,False,False,172.0,44.0,5.0,1.0,14.0,100.5,0.50695,07:00,41.0,0.38095238095238093,0.09523809523809523,False,0.0,False,1.0,1.0
90,91,2016-17,21600107,2016-11-09,BOS,WAS,11471,True,False,False,173.0,42.0,15.0,20.0,25.0,91.0,0.52405,07:00,45.0,0.3333333333333333,0.33333333333333337,False,0.0,False,2.0,2.0
91,92,2016-17,21600111,2016-11-09,CHI,ATL,19354,True,False,False,174.0,48.0,7.0,6.0,8.0,103.0,0.5301,07:30,41.0,0.6428571428571428,0.1428571428571429,False,0.0,False,2.0,2.0
92,93,2016-17,21600116,2016-11-09,DAL,GSW,30939,True,False,False,160.0,50.0,31.0,16.0,21.0,90.5,0.56305,10:30,42.0,0.5,0.4285714285714286,False,0.0,False,4.0,4.0
93,94,2016-17,21600114,2016-11-09,HOU,SAS,30160,False,False,False,162.0,52.0,3.0,5.0,2.0,95.0,0.4865,09:30,39.0,0.6428571428571428,0.1428571428571429,False,0.0,False,2.0,2.0
94,95,2016-17,21600109,2016-11-09,MIN,ORL,10826,False,False,False,172.0,56.0,27.0,20.0,16.0,93.0,0.54305,07:00,42.0,0.2976190476190476,0.26190476190476186,False,0.0,False,0.0,0.0
95,96,2016-17,21600110,2016-11-09,PHI,IND,18285,True,False,False,186.0,39.0,6.0,0.0,7.0,97.0,0.5729,07:00,38.0,0.21428571428571427,0.42857142857142855,False,1.0,False,1.0,1.0
96,97,2016-17,21600115,2016-11-09,POR,LAC,14308,True,False,False,175.0,47.0,29.0,43.0,31.0,93.5,0.44320000000000004,10:30,38.0,0.7410714285714286,0.2321428571428571,False,0.0,False,1.0,1.0
97,98,2016-17,21600108,2016-11-09,UTA,CHA,9833,True,False,False,164.0,47.0,7.0,2.0,6.0,94.0,0.5122,07:00,41.0,0.7291666666666667,0.20833333333333337,False,0.0,False,2.0,2.0
98,99,2016-17,21600118,2016-11-10,CHI,MIA,33327,False,False,False,177.0,35.0,0.0,0.0,3.0,92.0,0.4662,08:00,31.0,0.41666666666666663,0.16666666666666669,False,0.0,False,1.0,1.0
99,100,2016-17,21600120,2016-11-10,LAL,SAC,21465,False,False,False,159.0,42.0,10.0,3.0,10.0,97.0,0.5107,10:30,38.0,0.4722222222222222,0.05555555555555558,False,0.0,False,1.0,1.0
100,101,2016-17,21600117,2016-11-10,NOP,MIL,19504,False,False,False,180.0,52.0,7.0,7.0,6.0,98.0,0.48065,08:00,39.0,0.2857142857142857,0.5714285714285714,False,0.0,False,2.0,2.0
101,102,2016-17,21600127,2016-11-11,DET,SAS,18795,True,False,False,157.0,40.0,3.0,8.0,10.0,86.0,0.47695,08:30,27.0,0.5625,0.125,False,0.0,False,1.0,1.0
102,103,2016-17,21600121,2016-11-11,IND,PHI,26058,True,False,False,174.0,54.0,1.0,4.0,4.0,94.5,0.47709999999999997,07:00,49.0,0.25,0.5,False,1.0,False,1.0,1.0
103,104,2016-17,21600126,2016-11-11,LAC,OKC,34404,False,False,False,174.0,54.0,0.0,8.0,2.0,100.0,0.52005,08:00,47.0,0.8125,0.125,False,0.0,False,2.0,2.0
104,105,2016-17,21600125,2016-11-11,NYK,BOS,26413,True,False,False,184.0,60.0,10.0,13.0,28.0,101.5,0.4165,07:30,44.0,0.42857142857142855,0.0,False,0.0,False,2.0,2.0
105,106,2016-17,21600128,2016-11-11,SAC,POR,19891,True,False,False,174.0,62.0,5.0,1.0,2.0,91.5,0.5607500000000001,10:00,45.0,0.4777777777777778,0.15555555555555556,False,1.0,False,1.0,1.0
106,107,2016-17,21600123,2016-11-11,TOR,CHA,18236,False,False,False,183.0,46.0,14.0,3.0,2.0,94.5,0.5055499999999999,07:00,37.0,0.7857142857142857,0.1428571428571428,False,0.0,False,3.0,3.0
107,108,2016-17,21600124,2016-11-11,UTA,ORL,8935,False,False,False,159.0,35.0,4.0,4.0,13.0,88.5,0.41759999999999997,07:00,36.0,0.4652777777777778,0.18055555555555558,False,0.0,False,1.0,1.0
108,109,2016-17,21600139,2016-11-12,BKN,PHX,9926,False,True,False,191.0,51.0,13.0,7.0,18.0,106.5,0.4913,09:00,39.0,0.35416666666666663,0.041666666666666685,False,0.0,False,0.0,0.0
109,110,2016-17,21600135,2016-11-12,LAC,MIN,17917,False,True,False,165.0,58.0,9.0,15.0,14.0,93.5,0.54655,08:00,50.0,0.5873015873015872,0.6031746031746031,False,0.0,False,1.0,1.0
110,111,2016-17,21600129,2016-11-12,LAL,NOP,31346,False,True,False,184.0,26.0,1.0,13.0,27.0,94.0,0.5525,07:00,27.0,0.33333333333333337,0.4444444444444445,False,0.0,False,1.0,1.0
111,112,2016-17,21600137,2016-11-12,MEM,MIL,10469,True,True,False,146.0,57.0,5.0,5.0,10.0,92.5,0.53405,08:30,46.0,0.5,0.0,False,0.0,False,2.0,2.0
112,113,2016-17,21600131,2016-11-12,NYK,TOR,28280,True,True,False,180.0,54.0,3.0,2.0,11.0,98.0,0.50085,07:30,43.0,0.5625,0.375,False,0.0,False,3.0,3.0
113,114,2016-17,21600136,2016-11-12,UTA,MIA,7971,False,True,False,162.0,38.0,5.0,17.0,11.0,92.0,0.51545,08:00,36.0,0.44285714285714284,0.3142857142857143,False,0.0,False,1.0,1.0
114,115,2016-17,21600144,2016-11-13,DEN,POR,13463,True,True,False,190.0,61.0,7.0,14.0,7.0,101.5,0.44515000000000005,09:00,48.0,0.4666666666666667,0.26666666666666666,False,0.0,False,0.0,0.0
115,116,2016-17,21600142,2016-11-13,LAL,MIN,27046,True,True,False,151.0,72.0,23.0,15.0,26.0,96.0,0.5637,07:00,50.0,0.425,0.35,False,0.0,False,0.0,0.0
116,117,2016-17,21600141,2016-11-13,ORL,OKC,28191,False,True,False,178.0,46.0,10.0,2.0,2.0,96.0,0.57385,07:00,39.0,0.5,0.3333333333333333,False,0.0,False,1.0,1.0
117,118,2016-17,21600143,2016-11-13,PHX,GSW,39426,True,True,False,177.0,57.0,3.0,7.0,13.0,105.0,0.5824,08:00,49.0,0.5388888888888889,0.4777777777777778,False,0.0,False,4.0,4.0
118,119,2016-17,21600152,2016-11-14,BKN,LAC,13046,True,False,False,167.0,43.0,24.0,34.0,32.0,98.0,0.5588,10:30,43.0,0.6722222222222223,0.4555555555555556,False,0.0,False,1.0,1.0
119,120,2016-17,21600146,2016-11-14,DAL,NYK,21157,True,False,False,161.0,29.0,3.0,16.0,16.0,87.0,0.45465,07:30,32.0,0.29166666666666663,0.08333333333333331,False,0.0,False,1.0,1.0
120,121,2016-17,21600151,2016-11-14,MEM,UTA,12146,False,False,False,149.0,48.0,8.0,3.0,6.0,85.0,0.53025,09:00,53.0,0.5404040404040404,0.19191919191919193,False,0.0,False,2.0,2.0
121,122,2016-17,21600150,2016-11-14,MIA,SAS,15588,True,False,False,167.0,48.0,15.0,11.0,4.0,93.5,0.45499999999999996,08:30,38.0,0.475,0.44999999999999996,False,0.0,False,1.0,1.0
122,123,2016-17,21600145,2016-11-14,ORL,IND,14038,True,False,False,174.0,23.0,4.0,14.0,19.0,94.0,0.39225,07:00,31.0,0.4,0.0,False,0.0,False,1.0,1.0
123,124,2016-17,21600154,2016-11-15,ATL,MIA,19854,False,False,False,169.0,33.0,6.0,5.0,3.0,98.0,0.4719,07:30,36.0,0.5,0.5555555555555556,False,0.0,False,1.0,1.0
124,125,2016-17,21600157,2016-11-15,BKN,LAL,25781,True,False,False,191.0,63.0,5.0,8.0,7.0,108.5,0.5049,10:30,44.0,0.4727272727272727,0.1454545454545454,False,0.0,False,0.0,0.0
125,126,2016-17,21600155,2016-11-15,CHA,MIN,16568,False,False,False,169.0,43.0,12.0,7.0,7.0,97.5,0.55875,08:00,36.0,0.5,0.3333333333333333,False,0.0,False,1.0,1.0
126,127,2016-17,21600156,2016-11-15,CHI,POR,18934,False,False,False,193.0,46.0,19.0,20.0,25.0,97.0,0.42969999999999997,10:00,37.0,0.6181818181818182,0.036363636363636376,False,0.0,False,1.0,1.0
127,128,2016-17,21600153,2016-11-15,TOR,CLE,40979,True,False,False,179.0,46.0,4.0,7.0,4.0,99.0,0.57765,07:00,43.0,0.8333333333333333,0.11111111111111105,False,0.0,False,5.0,5.0
128,129,2016-17,21600161,2016-11-16,DAL,BOS,11430,True,False,False,159.0,33.0,8.0,3.0,7.0,89.0,0.46904999999999997,07:30,36.0,0.3611111111111111,0.2777777777777778,False,0.0,False,1.0,1.0
129,130,2016-17,21600165,2016-11-16,GSW,TOR,39188,False,False,False,169.0,69.0,13.0,9.0,6.0,99.5,0.54635,08:00,47.0,0.75,0.10000000000000009,False,0.0,False,6.0,6.0
130,131,2016-17,21600164,2016-11-16,HOU,OKC,30143,True,False,False,176.0,28.0,2.0,5.0,2.0,99.5,0.52925,08:00,25.0,0.5727272727272728,0.054545454545454564,False,0.0,False,2.0,2.0
131,132,2016-17,21600167,2016-11-16,MEM,LAC,21758,False,False,False,163.0,53.0,15.0,7.0,4.0,94.0,0.5458000000000001,10:30,41.0,0.7045454545454546,0.40909090909090906,False,0.0,False,2.0,2.0
